[4/16/23 09:55PM] Sad used command ::refer ents | Player rights = PLAYER	
[4/27/23 09:32PM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 09:33PM] Sad used command ::home | Player rights = HELPER	
[4/27/23 09:33PM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 09:33PM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 09:38PM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 09:40PM] Sad used command ::teleto wreckonin | Player rights = HELPER	
[4/27/23 09:42PM] Sad used command ::teletome wreckonin | Player rights = HELPER	
[4/27/23 09:46PM] Sad used command ::pos | Player rights = HELPER	
[4/27/23 09:46PM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 09:46PM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 09:47PM] Sad used command ::vboss | Player rights = HELPER	
[4/27/23 09:47PM] Sad used command ::teletome ruthie | Player rights = HELPER	
[4/27/23 09:48PM] Sad used command ::pos | Player rights = HELPER	
[4/27/23 09:49PM] Sad used command ::pos | Player rights = HELPER	
[4/27/23 09:49PM] Sad used command ::pos | Player rights = HELPER	
[4/27/23 09:49PM] Sad used command ::home | Player rights = HELPER	
[4/27/23 09:50PM] Sad used command ::pos | Player rights = HELPER	
[4/27/23 10:05PM] Sad used command ::veigar | Player rights = HELPER	
[4/27/23 10:09PM] Sad used command ::pos | Player rights = HELPER	
[4/27/23 10:10PM] Sad used command ::home | Player rights = HELPER	
[4/27/23 10:15PM] Sad used command ::telehome fiddle stix | Player rights = HELPER	
[4/27/23 10:17PM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 10:30PM] Sad used command ::perks | Player rights = HELPER	
[4/27/23 10:33PM] Sad used command ::pos | Player rights = HELPER	
[4/27/23 10:33PM] Sad used command ::pos | Player rights = HELPER	
