[4/13/23 09:09PM] Alex used command ::claim | Player rights = PLAYER	
[4/19/23 07:29PM] Alex used command ::giveitem 10887 1 med nuts | Player rights = DEVELOPER	
[4/19/23 07:31PM] Alex used command ::yell only 28 mins left on flash deals @ ::discord  | Player rights = DEVELOPER	
[4/19/23 07:31PM] Alex used command ::yell make sure you all ::vote  | Player rights = DEVELOPER	
[4/19/23 08:55PM] Alex used command ::update 250 | Player rights = DEVELOPER	
[4/19/23 09:08PM] Alex used command ::checkinv asquad | Player rights = DEVELOPER	
[4/19/23 09:08PM] Alex used command ::checkbank asquad | Player rights = DEVELOPER	
[4/19/23 09:09PM] Alex used command ::giveadmin suh | Player rights = DEVELOPER	
[4/19/23 09:10PM] Alex used command ::giveadmin ao | Player rights = DEVELOPER	
[4/19/23 09:10PM] Alex used command ::checkinv asquad | Player rights = DEVELOPER	
[4/19/23 09:16PM] Alex used command ::update 100 | Player rights = DEVELOPER	
[4/19/23 09:20PM] Alex used command ::find infamous | Player rights = DEVELOPER	
[4/19/23 09:20PM] Alex used command ::giveitem 20489 1 narutoeses | Player rights = DEVELOPER	
[4/19/23 09:28PM] Alex used command ::kill o t t e r | Player rights = DEVELOPER	
[4/19/23 09:29PM] Alex used command ::youtube | Player rights = DEVELOPER	
[4/20/23 05:55AM] Alex used command ::spawnvote | Player rights = DEVELOPER	
[4/20/23 05:57AM] Alex used command ::spawnmeruem | Player rights = DEVELOPER	
[4/20/23 05:57AM] Alex used command ::yell ::meruem | Player rights = DEVELOPER	
[4/20/23 06:06AM] Alex used command ::teleto liam | Player rights = DEVELOPER	
[4/20/23 06:07AM] Alex used command ::youtube | Player rights = DEVELOPER	
[4/20/23 06:07AM] Alex used command ::yell make sure you all ::vote - doubling boss @ Spawns | Player rights = DEVELOPER	
[4/20/23 06:21AM] Alex used command ::teletome mini | Player rights = DEVELOPER	
[4/20/23 06:26AM] Alex used command ::spawnmeruem | Player rights = DEVELOPER	
[4/20/23 06:26AM] Alex used command ::yell ::meruem | Player rights = DEVELOPER	
[4/20/23 06:28AM] Alex used command ::spawnveigar | Player rights = DEVELOPER	
[4/20/23 06:28AM] Alex used command ::yell ::veigar | Player rights = DEVELOPER	
[4/20/23 06:34AM] Alex used command ::spawnvote | Player rights = DEVELOPER	
[4/20/23 07:15AM] Alex used command ::checkinb dajjal | Player rights = DEVELOPER	
[4/20/23 07:16AM] Alex used command ::checkbank dajjal | Player rights = DEVELOPER	
[4/20/23 07:38AM] Alex used command ::collection | Player rights = DEVELOPER	
[4/20/23 08:04AM] Alex used command ::bank | Player rights = DEVELOPER	
[4/20/23 08:05AM] Alex used command ::yell ::vote ::vote ::vote ::vote ::vote | Player rights = DEVELOPER	
[4/20/23 08:10AM] Alex used command ::checkinv ishine | Player rights = DEVELOPER	
[4/20/23 08:10AM] Alex used command ::checkbank ishine | Player rights = DEVELOPER	
[4/20/23 08:29AM] Alex used command ::find infamous | Player rights = DEVELOPER	
[4/20/23 08:29AM] Alex used command ::giveitem 20489 1 empty one | Player rights = DEVELOPER	
[4/20/23 08:43AM] Alex used command ::item 10027 | Player rights = DEVELOPER	
[4/20/23 08:44AM] Alex used command ::reload s | Player rights = DEVELOPER	
[4/20/23 09:59AM] Alex used command ::givess entropy | Player rights = DEVELOPER	
[4/20/23 10:08AM] Alex used command ::givess sad | Player rights = DEVELOPER	
[4/20/23 10:09AM] Alex used command ::givess onlyfans | Player rights = DEVELOPER	
[4/20/23 10:18AM] Alex used command ::yell aye guys | Player rights = DEVELOPER	
[4/20/23 10:19AM] Alex used command ::yell we hit 150 online for 2 seconds | Player rights = DEVELOPER	
[4/20/23 10:19AM] Alex used command ::spawnvote | Player rights = DEVELOPER	
[4/20/23 10:21AM] Alex used command ::veigar | Player rights = DEVELOPER	
[4/20/23 10:22AM] Alex used command ::youtube | Player rights = DEVELOPER	
[4/20/23 10:22AM] Alex used command ::yell sleep4alex | Player rights = DEVELOPER	
[4/20/23 10:24AM] Alex used command ::ninetails | Player rights = DEVELOPER	
[4/20/23 10:24AM] Alex used command ::checkinv jj fly | Player rights = DEVELOPER	
[4/20/23 10:25AM] Alex used command ::spawnninetails | Player rights = DEVELOPER	
[4/20/23 10:38AM] Alex used command ::youtube | Player rights = DEVELOPER	
[4/20/23 11:17AM] Alex used command ::find bond | Player rights = DEVELOPER	
[4/20/23 11:17AM] Alex used command ::item 23057 | Player rights = DEVELOPER	
[4/20/23 11:17AM] Alex used command ::find solar staff | Player rights = DEVELOPER	
[4/20/23 11:17AM] Alex used command ::item 22135 | Player rights = DEVELOPER	
[4/20/23 11:17AM] Alex used command ::find collector | Player rights = DEVELOPER	
[4/20/23 11:17AM] Alex used command ::item 19888 | Player rights = DEVELOPER	
[4/20/23 11:17AM] Alex used command ::bank | Player rights = DEVELOPER	
[4/20/23 11:19AM] Alex used command ::pos | Player rights = DEVELOPER	
[4/20/23 11:20AM] Alex used command ::bank | Player rights = DEVELOPER	
[4/20/23 11:20AM] Alex used command ::item 8788 1 | Player rights = DEVELOPER	
[4/20/23 11:23AM] Alex used command ::giveitem 22135 1 iron life | Player rights = DEVELOPER	
[4/20/23 11:23AM] Alex used command ::giveitem 19888 1 iron life | Player rights = DEVELOPER	
[4/20/23 11:23AM] Alex used command ::giveitem 23057 1 iron life | Player rights = DEVELOPER	
[4/20/23 11:31AM] Alex used command ::checkinv asquad | Player rights = DEVELOPER	
[4/20/23 11:32AM] Alex used command ::checkbank asquad | Player rights = DEVELOPER	
[4/20/23 12:35PM] Alex used command ::pos | Player rights = DEVELOPER	
[4/20/23 12:38PM] Alex used command ::find $ | Player rights = DEVELOPER	
[4/20/23 12:38PM] Alex used command ::giveitem 10946 30 death | Player rights = DEVELOPER	
[4/20/23 12:49PM] Alex used command ::giveyt lano | Player rights = DEVELOPER	
[4/20/23 12:53PM] Alex used command ::lano | Player rights = DEVELOPER	
[4/20/23 08:03PM] Alex used command ::teletome krafty | Player rights = DEVELOPER	
[4/20/23 08:12PM] Alex used command ::update 250 | Player rights = DEVELOPER	
[4/20/23 08:20PM] Alex used command ::kick krafty | Player rights = DEVELOPER	
[4/20/23 08:20PM] Alex used command ::update 3 | Player rights = DEVELOPER	
[4/20/23 08:22PM] Alex used command ::kill pvmer95 | Player rights = DEVELOPER	
[4/20/23 08:22PM] Alex used command ::teleto pvmer95 | Player rights = DEVELOPER	
[4/20/23 08:23PM] Alex used command ::kick ascaris | Player rights = DEVELOPER	
[4/20/23 08:26PM] Alex used command ::update 5 | Player rights = DEVELOPER	
[4/20/23 08:34PM] Alex used command ::kill army | Player rights = DEVELOPER	
[4/20/23 08:34PM] Alex used command ::kill redx12 | Player rights = DEVELOPER	
[4/20/23 08:35PM] Alex used command ::kill beef supreme | Player rights = DEVELOPER	
[4/20/23 08:35PM] Alex used command ::pos | Player rights = DEVELOPER	
[4/20/23 08:37PM] Alex used command ::kill xcrystalx | Player rights = DEVELOPER	
[4/20/23 08:37PM] Alex used command ::kill loonasee | Player rights = DEVELOPER	
[4/20/23 08:40PM] Alex used command ::giveitem 4073 1 zshana | Player rights = DEVELOPER	
[4/20/23 08:40PM] Alex used command ::giveitem 19486 1 krafty | Player rights = DEVELOPER	
[4/20/23 08:40PM] Alex used command ::giveitem 20586 1 redx12 | Player rights = DEVELOPER	
[4/20/23 08:40PM] Alex used command ::giveitem 20604 1 loonasee | Player rights = DEVELOPER	
[4/20/23 08:40PM] Alex used command ::giveitem 13775 1 xcrystalx | Player rights = DEVELOPER	
[4/20/23 08:41PM] Alex used command ::giveitem 20604 1 voki | Player rights = DEVELOPER	
[4/20/23 08:41PM] Alex used command ::giveitem 19481 1 ascaris | Player rights = DEVELOPER	
[4/20/23 08:41PM] Alex used command ::giveitem 19481 1 igotplugz | Player rights = DEVELOPER	
[4/20/23 08:42PM] Alex used command ::giveitem 20585 1 zaryte | Player rights = DEVELOPER	
[4/20/23 08:43PM] Alex used command ::addvote 12 | Player rights = DEVELOPER	
[4/20/23 08:43PM] Alex used command ::addvote | Player rights = DEVELOPER	
[4/20/23 08:44PM] Alex used command ::addvote | Player rights = DEVELOPER	
[4/20/23 08:44PM] Alex used command ::addvote | Player rights = DEVELOPER	
[4/20/23 08:44PM] Alex used command ::addv 12 | Player rights = DEVELOPER	
[4/21/23 05:54AM] Alex used command ::item 10025 | Player rights = DEVELOPER	
[4/21/23 05:54AM] Alex used command ::giveitem 10025 250 winalldays | Player rights = DEVELOPER	
[4/21/23 05:54AM] Alex used command ::bank | Player rights = DEVELOPER	
[4/21/23 05:54AM] Alex used command ::giveitem 15003 25 | Player rights = DEVELOPER	
[4/21/23 05:55AM] Alex used command ::giveitem 15003 25 winalldays | Player rights = DEVELOPER	
[4/21/23 05:56AM] Alex used command ::giveitem 15004 25 winalldays | Player rights = DEVELOPER	
[4/21/23 06:01AM] Alex used command ::winallday | Player rights = DEVELOPER	
[4/21/23 06:01AM] Alex used command ::win | Player rights = DEVELOPER	
[4/21/23 06:03AM] Alex used command ::giveextreme winalldays | Player rights = DEVELOPER	
[4/21/23 06:03AM] Alex used command ::givesuper winalldays | Player rights = DEVELOPER	
[4/21/23 06:03AM] Alex used command ::givedonator winalldays | Player rights = DEVELOPER	
[4/21/23 06:03AM] Alex used command ::givedon winalldays | Player rights = DEVELOPER	
[4/21/23 07:23AM] Alex used command ::teletome princespeach | Player rights = DEVELOPER	
[4/21/23 07:24AM] Alex used command ::givedon4 princespeach | Player rights = DEVELOPER	
[4/21/23 07:24AM] Alex used command ::giveyt princespeach | Player rights = DEVELOPER	
[4/21/23 07:24AM] Alex used command ::item 10025 | Player rights = DEVELOPER	
[4/21/23 07:24AM] Alex used command ::giveitem 10025 500 princespeach | Player rights = DEVELOPER	
[4/21/23 07:25AM] Alex used command ::giveitem 15003 50 princespeach | Player rights = DEVELOPER	
[4/21/23 07:25AM] Alex used command ::giveitem 15004 25 princespeach | Player rights = DEVELOPER	
[4/21/23 07:27AM] Alex used command ::find bond | Player rights = DEVELOPER	
[4/21/23 07:27AM] Alex used command ::giveitem 23058 30 | Player rights = DEVELOPER	
[4/21/23 07:27AM] Alex used command ::giveitem 23058 30 princespeach | Player rights = DEVELOPER	
[4/21/23 07:28AM] Alex used command ::givedon4 | Player rights = DEVELOPER	
[4/21/23 07:28AM] Alex used command ::givedon4 princespeach | Player rights = DEVELOPER	
[4/21/23 08:11AM] Alex used command ::giveitem 22155 1 killua | Player rights = DEVELOPER	
[4/21/23 08:28AM] Alex used command ::spawnveigar | Player rights = DEVELOPER	
[4/21/23 08:28AM] Alex used command ::bank | Player rights = DEVELOPER	
[4/21/23 08:29AM] Alex used command ::spawnmeruem | Player rights = DEVELOPER	
[4/21/23 08:29AM] Alex used command ::meruem | Player rights = DEVELOPER	
[4/21/23 08:31AM] Alex used command ::spawnninetails | Player rights = DEVELOPER	
[4/21/23 08:31AM] Alex used command ::ninetails | Player rights = DEVELOPER	
[4/21/23 08:32AM] Alex used command ::spawngolden | Player rights = DEVELOPER	
[4/21/23 08:32AM] Alex used command ::golden | Player rights = DEVELOPER	
[4/21/23 08:33AM] Alex used command ::spawnvote | Player rights = DEVELOPER	
[4/21/23 08:33AM] Alex used command ::yell ::vboss | Player rights = DEVELOPER	
[4/21/23 08:34AM] Alex used command ::yell make sure you all ::vote - will triple the spawns total | Player rights = DEVELOPER	
[4/21/23 08:39AM] Alex used command ::spawnveigar | Player rights = DEVELOPER	
[4/21/23 08:40AM] Alex used command ::spawnvote | Player rights = DEVELOPER	
[4/21/23 08:43AM] Alex used command ::spawnmeruem | Player rights = DEVELOPER	
[4/21/23 09:02AM] Alex used command ::find yasuda | Player rights = DEVELOPER	
[4/21/23 09:02AM] Alex used command ::item ::item 3470 | Player rights = DEVELOPER	
[4/21/23 09:02AM] Alex used command ::item 4077 2 | Player rights = DEVELOPER	
[4/21/23 09:02AM] Alex used command ::item 4079 | Player rights = DEVELOPER	
[4/21/23 09:02AM] Alex used command ::item 4075 2 | Player rights = DEVELOPER	
[4/21/23 09:03AM] Alex used command ::bank | Player rights = DEVELOPER	
[4/21/23 09:03AM] Alex used command ::bank | Player rights = DEVELOPER	
[4/21/23 09:03AM] Alex used command ::find goku | Player rights = DEVELOPER	
[4/21/23 09:03AM] Alex used command ::item 13323 | Player rights = DEVELOPER	
[4/21/23 09:03AM] Alex used command ::item 13323 | Player rights = DEVELOPER	
[4/21/23 09:03AM] Alex used command ::find solar staff | Player rights = DEVELOPER	
[4/21/23 09:03AM] Alex used command ::item 22135 3 | Player rights = DEVELOPER	
[4/21/23 09:03AM] Alex used command ::random | Player rights = DEVELOPER	
[4/21/23 09:03AM] Alex used command ::random | Player rights = DEVELOPER	
[4/21/23 09:03AM] Alex used command ::random | Player rights = DEVELOPER	
[4/21/23 09:04AM] Alex used command ::item 8788 3 | Player rights = DEVELOPER	
[4/21/23 09:04AM] Alex used command ::bank | Player rights = DEVELOPER	
[4/21/23 09:04AM] Alex used command ::find fazula | Player rights = DEVELOPER	
[4/21/23 09:04AM] Alex used command ::item 4072 4 | Player rights = DEVELOPER	
[4/21/23 09:04AM] Alex used command ::bank | Player rights = DEVELOPER	
[4/21/23 09:04AM] Alex used command ::item 4066 | Player rights = DEVELOPER	
[4/21/23 09:04AM] Alex used command ::youtuve | Player rights = DEVELOPER	
[4/21/23 09:04AM] Alex used command ::youtube | Player rights = DEVELOPER	
[4/21/23 09:04AM] Alex used command ::teletome zshana | Player rights = DEVELOPER	
[4/21/23 10:06AM] Alex used command ::peach | Player rights = DEVELOPER	
[4/21/23 10:55AM] Alex used command ::giveyt fewb | Player rights = DEVELOPER	
[4/21/23 11:17AM] Alex used command ::teletome raynes 911 | Player rights = DEVELOPER	
[4/21/23 11:17AM] Alex used command ::find collector | Player rights = DEVELOPER	
[4/21/23 11:18AM] Alex used command ::giveitem 19886 | Player rights = DEVELOPER	
[4/21/23 11:18AM] Alex used command ::giveitem 19886 1 raynes 911 | Player rights = DEVELOPER	
[4/21/23 11:18AM] Alex used command ::find solar staff | Player rights = DEVELOPER	
[4/21/23 11:18AM] Alex used command ::giveitem 22135 1 raynes 911 | Player rights = DEVELOPER	
[4/21/23 11:18AM] Alex used command ::find solar | Player rights = DEVELOPER	
[4/21/23 11:18AM] Alex used command ::giveitem 15646 1 raynes 911 | Player rights = DEVELOPER	
[4/21/23 11:18AM] Alex used command ::giveitem 15647 1 raynes 911 | Player rights = DEVELOPER	
[4/21/23 11:20AM] Alex used command ::giveitem 15645 1 raynes 911 | Player rights = DEVELOPER	
[4/21/23 11:20AM] Alex used command ::find sinful glove | Player rights = DEVELOPER	
[4/21/23 11:20AM] Alex used command ::fiveitem 12864 1 raynes 911 | Player rights = DEVELOPER	
[4/21/23 11:21AM] Alex used command ::giveitem 23864 1 raynes 911 | Player rights = DEVELOPER	
[4/21/23 11:21AM] Alex used command ::item 12864 | Player rights = DEVELOPER	
[4/21/23 11:21AM] Alex used command ::giveitem 12864 1 raynes 911 | Player rights = DEVELOPER	
[4/21/23 11:21AM] Alex used command ::find rogue aura | Player rights = DEVELOPER	
[4/21/23 11:21AM] Alex used command ::giveitem 12610 1 raynes 911 | Player rights = DEVELOPER	
[4/21/23 11:21AM] Alex used command ::find t1 | Player rights = DEVELOPER	
[4/21/23 11:21AM] Alex used command ::giveitem 23121 1 raynes 911 | Player rights = DEVELOPER	
[4/21/23 11:22AM] Alex used command ::find cursed | Player rights = DEVELOPER	
[4/21/23 11:22AM] Alex used command ::giveitem 15003 1 princespeach | Player rights = DEVELOPER	
[4/21/23 11:22AM] Alex used command ::find bond | Player rights = DEVELOPER	
[4/21/23 11:22AM] Alex used command ::giveitem 23058 1 raynes 911 | Player rights = DEVELOPER	
[4/21/23 11:22AM] Alex used command ::giveitem 23057 1 raynes 911 | Player rights = DEVELOPER	
[4/21/23 11:23AM] Alex used command ::teletome kandonas | Player rights = DEVELOPER	
[4/21/23 11:23AM] Alex used command ::find varth bow | Player rights = DEVELOPER	
[4/21/23 11:23AM] Alex used command ::giveitem 22148 1 kandonas | Player rights = DEVELOPER	
[4/21/23 11:23AM] Alex used command ::giveitem 10835 3000000 kandonas | Player rights = DEVELOPER	
[4/21/23 11:24AM] Alex used command ::find $ | Player rights = DEVELOPER	
[4/21/23 11:24AM] Alex used command ::giveitem 10946 10 kandonas | Player rights = DEVELOPER	
[4/21/23 11:24AM] Alex used command ::find afk ore | Player rights = DEVELOPER	
[4/21/23 11:24AM] Alex used command ::giveitem 17634 1000000 kandonas | Player rights = DEVELOPER	
[4/21/23 11:25AM] Alex used command ::teletome bookie | Player rights = DEVELOPER	
[4/21/23 11:25AM] Alex used command ::find execution t | Player rights = DEVELOPER	
[4/21/23 11:25AM] Alex used command ::find execu | Player rights = DEVELOPER	
[4/21/23 11:39AM] Alex used command ::teletome bookie | Player rights = DEVELOPER	
[4/21/23 11:40AM] Alex used command ::find exectuion | Player rights = DEVELOPER	
[4/21/23 11:40AM] Alex used command ::find execution | Player rights = DEVELOPER	
[4/21/23 11:40AM] Alex used command ::item 5012 | Player rights = DEVELOPER	
[4/21/23 11:40AM] Alex used command ::bank | Player rights = DEVELOPER	
[4/21/23 11:40AM] Alex used command ::item 8788 | Player rights = DEVELOPER	
[4/21/23 11:41AM] Alex used command ::find $ | Player rights = DEVELOPER	
[4/21/23 11:41AM] Alex used command ::giveitem 10946 15 cookie | Player rights = DEVELOPER	
[4/21/23 11:41AM] Alex used command ::teletome k8 | Player rights = DEVELOPER	
[4/21/23 11:43AM] Alex used command ::find luci | Player rights = DEVELOPER	
[4/21/23 11:43AM] Alex used command ::giveitem 22101 1 k8 | Player rights = DEVELOPER	
[4/21/23 11:43AM] Alex used command ::find groudon | Player rights = DEVELOPER	
[4/21/23 11:43AM] Alex used command ::giveitem 21934 1 k8 | Player rights = DEVELOPER	
[4/21/23 11:54AM] Alex used command ::youtube | Player rights = DEVELOPER	
[4/21/23 11:54AM] Alex used command ::find sapphire | Player rights = DEVELOPER	
[4/21/23 11:54AM] Alex used command ::giveitem 19119 1 k8 | Player rights = DEVELOPER	
[4/21/23 11:54AM] Alex used command ::reload s | Player rights = DEVELOPER	
[4/21/23 11:58AM] Alex used command ::teleto k8 | Player rights = DEVELOPER	
[4/21/23 11:58AM] Alex used command ::youtube | Player rights = DEVELOPER	
[4/21/23 11:58AM] Alex used command ::teletome k8 | Player rights = DEVELOPER	
[4/21/23 12:00PM] Alex used command ::teletome k8 | Player rights = DEVELOPER	
[4/21/23 12:00PM] Alex used command ::Teletome k8 | Player rights = DEVELOPER	
[4/21/23 12:00PM] Alex used command ::youtube | Player rights = DEVELOPER	
[4/21/23 12:04PM] Alex used command ::yell y'all ::vote - doubling boss on spawn | Player rights = DEVELOPER	
[4/21/23 12:08PM] Alex used command ::spawnvote | Player rights = DEVELOPER	
[4/21/23 12:13PM] Alex used command ::spawnvote | Player rights = DEVELOPER	
[4/21/23 12:29PM] Alex used command ::store | Player rights = DEVELOPER	
[4/21/23 12:30PM] Alex used command ::yell flash deals are up on ::discord - only 30 minutes | Player rights = DEVELOPER	
[4/21/23 12:32PM] Alex used command ::find majestic | Player rights = DEVELOPER	
[4/21/23 12:32PM] Alex used command ::Giveitem 15004 1 niels | Player rights = DEVELOPER	
[4/21/23 12:32PM] Alex used command ::find damnation | Player rights = DEVELOPER	
[4/21/23 12:32PM] Alex used command ::giveitem 20491 1 niels | Player rights = DEVELOPER	
[4/21/23 12:32PM] Alex used command ::kill hellotittie | Player rights = DEVELOPER	
[4/21/23 12:33PM] Alex used command ::find majestic | Player rights = DEVELOPER	
[4/21/23 12:33PM] Alex used command ::item 15004 | Player rights = DEVELOPER	
[4/21/23 12:33PM] Alex used command ::item 20489 | Player rights = DEVELOPER	
[4/21/23 12:33PM] Alex used command ::item 20490 | Player rights = DEVELOPER	
[4/21/23 12:33PM] Alex used command ::item 20491 | Player rights = DEVELOPER	
[4/21/23 12:34PM] Alex used command ::giveitem 15004 1 dio | Player rights = DEVELOPER	
[4/21/23 12:35PM] Alex used command ::yell flash deals up on ::discord - 25 minutes left | Player rights = DEVELOPER	
[4/21/23 12:36PM] Alex used command ::yell make sure you all ::vote - doubling boss on spawn ? | Player rights = DEVELOPER	
[4/21/23 12:42PM] Alex used command ::giveitem 15004 1 bulba | Player rights = DEVELOPER	
[4/21/23 12:43PM] Alex used command ::yell only 18 minutes left @ flash deals on ::discord | Player rights = DEVELOPER	
[4/21/23 12:44PM] Alex used command ::giveitem 15004 1 oblivion | Player rights = DEVELOPER	
[4/21/23 12:44PM] Alex used command ::Giveitem 20491 1 oblivion | Player rights = DEVELOPER	
[4/21/23 12:46PM] Alex used command ::yell make sure you all ::vote - doubling spawns | Player rights = DEVELOPER	
[4/21/23 12:51PM] Alex used command ::yell only 10 minutes left for flash deals @ ::discord | Player rights = DEVELOPER	
[4/21/23 12:55PM] Alex used command ::yell only 5 minutes left for flash deals @ ::discord | Player rights = DEVELOPER	
[4/21/23 12:57PM] Alex used command ::yell only 3 minutes left for flash-deals @ ::discord - be quick | Player rights = DEVELOPER	
[4/21/23 12:58PM] Alex used command ::teleto seittit gib  | Player rights = DEVELOPER	
[4/21/23 01:00PM] Alex used command ::teletome seittit gib | Player rights = DEVELOPER	
[4/21/23 01:00PM] Alex used command ::teletome seittit gib | Player rights = DEVELOPER	
[4/21/23 01:03PM] Alex used command ::find bond | Player rights = DEVELOPER	
[4/21/23 01:03PM] Alex used command ::giveitem 23058 1 seittit hib | Player rights = DEVELOPER	
[4/21/23 01:04PM] Alex used command ::item 23058 1 seittit gib | Player rights = DEVELOPER	
[4/21/23 01:04PM] Alex used command ::giveitem 23058 1 seittit gib | Player rights = DEVELOPER	
[4/21/23 01:04PM] Alex used command ::youtube | Player rights = DEVELOPER	
[4/21/23 01:07PM] Alex used command ::store | Player rights = DEVELOPER	
[4/21/23 01:07PM] Alex used command ::donate | Player rights = DEVELOPER	
[4/21/23 01:09PM] Alex used command ::teletome yavid | Player rights = DEVELOPER	
[4/21/23 01:09PM] Alex used command ::find groudon staff | Player rights = DEVELOPER	
[4/21/23 01:09PM] Alex used command ::find groudon | Player rights = DEVELOPER	
[4/21/23 01:09PM] Alex used command ::item 2396 | Player rights = DEVELOPER	
[4/21/23 01:10PM] Alex used command ::giveitem 22148 1 yavid | Player rights = DEVELOPER	
[4/21/23 01:13PM] Alex used command ::spawnvote | Player rights = DEVELOPER	
[4/21/23 01:21PM] Alex used command ::giveitem 15004 1 krafty | Player rights = DEVELOPER	
[4/21/23 01:21PM] Alex used command ::giveitem 20491 1 krafty | Player rights = DEVELOPER	
[4/21/23 06:22PM] Alex used command ::yellowboss | Player rights = DEVELOPER	
[4/21/23 06:27PM] Alex used command ::yell 30 min flash deal on ::discord - little different then usual | Player rights = DEVELOPER	
[4/21/23 06:28PM] Alex used command ::giveitem 10835 2000000 hc pvm | Player rights = DEVELOPER	
[4/21/23 06:28PM] Alex used command ::teletome hc pvm | Player rights = DEVELOPER	
[4/21/23 06:29PM] Alex used command ::checkinv hc pvm | Player rights = DEVELOPER	
[4/21/23 06:30PM] Alex used command ::checkinv hc pvm | Player rights = DEVELOPER	
[4/21/23 06:31PM] Alex used command ::checkinv hc pvm | Player rights = DEVELOPER	
[4/21/23 06:31PM] Alex used command ::checkbank hc pvm | Player rights = DEVELOPER	
[4/21/23 06:31PM] Alex used command ::yell flash-deal on ::discord - only 25 minutes left | Player rights = DEVELOPER	
[4/21/23 06:39PM] Alex used command ::yell flash-sales on ::discord - for every 100$ get a free box | Player rights = DEVELOPER	
[4/21/23 06:43PM] Alex used command ::yell only 14 minutes left to flash deals on ::discords | Player rights = DEVELOPER	
[4/21/23 06:43PM] Alex used command ::yell ::discord* | Player rights = DEVELOPER	
[4/21/23 10:05PM] Alex used command ::find reset | Player rights = DEVELOPER	
[4/21/23 10:05PM] Alex used command ::item 13663 | Player rights = DEVELOPER	
[4/21/23 10:05PM] Alex used command ::teletome immortal | Player rights = DEVELOPER	
[4/21/23 10:12PM] Alex used command ::item 23126 | Player rights = DEVELOPER	
[4/21/23 10:15PM] Alex used command ::find reset | Player rights = DEVELOPER	
[4/21/23 10:15PM] Alex used command ::giveitem 13663 15 immortal | Player rights = DEVELOPER	
[4/21/23 10:19PM] Alex used command ::spawnmeruem | Player rights = DEVELOPER	
[4/21/23 10:22PM] Alex used command ::checkbank nobledefeat | Player rights = DEVELOPER	
[4/21/23 10:23PM] Alex used command ::random | Player rights = DEVELOPER	
[4/21/23 10:23PM] Alex used command ::item 8788 | Player rights = DEVELOPER	
[4/21/23 10:23PM] Alex used command ::teleto nobledefeat | Player rights = DEVELOPER	
[4/21/23 10:24PM] Alex used command ::bank | Player rights = DEVELOPER	
[4/21/23 10:27PM] Alex used command ::teleto nobledefeat | Player rights = DEVELOPER	
[4/22/23 08:10AM] Alex used command ::youtube | Player rights = DEVELOPER	
[4/22/23 08:12AM] Alex used command ::peach | Player rights = DEVELOPER	
[4/22/23 08:12AM] Alex used command ::youtube | Player rights = DEVELOPER	
[4/22/23 08:12AM] Alex used command ::youtube | Player rights = DEVELOPER	
[4/22/23 08:51AM] Alex used command ::kick shore | Player rights = DEVELOPER	
[4/22/23 08:51AM] Alex used command ::kill shore | Player rights = DEVELOPER	
[4/22/23 08:53AM] Alex used command ::pos | Player rights = DEVELOPER	
[4/22/23 08:54AM] Alex used command ::find graceful | Player rights = DEVELOPER	
[4/22/23 08:54AM] Alex used command ::item 18599 | Player rights = DEVELOPER	
[4/22/23 08:54AM] Alex used command ::giveitem 18599 1 clav | Player rights = DEVELOPER	
[4/22/23 08:55AM] Alex used command ::giveitem 10835 2000000 onlyfans | Player rights = DEVELOPER	
[4/22/23 08:59AM] Alex used command ::giveyt vexia | Player rights = DEVELOPER	
[4/22/23 09:01AM] Alex used command ::bank | Player rights = DEVELOPER	
[4/22/23 09:01AM] Alex used command ::find elite  | Player rights = DEVELOPER	
[4/22/23 09:02AM] Alex used command ::item 8412 2 | Player rights = DEVELOPER	
[4/22/23 09:02AM] Alex used command ::item 8411 | Player rights = DEVELOPER	
[4/22/23 09:02AM] Alex used command ::find buu | Player rights = DEVELOPER	
[4/22/23 09:02AM] Alex used command ::item 15832 | Player rights = DEVELOPER	
[4/22/23 09:02AM] Alex used command ::find bond | Player rights = DEVELOPER	
[4/22/23 09:02AM] Alex used command ::item 23057 3 | Player rights = DEVELOPER	
[4/22/23 09:02AM] Alex used command ::item 23058 3 | Player rights = DEVELOPER	
[4/22/23 09:03AM] Alex used command ::teletome zayte | Player rights = DEVELOPER	
[4/22/23 09:03AM] Alex used command ::teletome zaryte | Player rights = DEVELOPER	
[4/22/23 11:00AM] Alex used command ::bank | Player rights = DEVELOPER	
[4/22/23 11:00AM] Alex used command ::find damage boost | Player rights = DEVELOPER	
[4/22/23 11:00AM] Alex used command ::find boost | Player rights = DEVELOPER	
[4/22/23 11:00AM] Alex used command ::find 1.5 | Player rights = DEVELOPER	
[4/22/23 11:00AM] Alex used command ::item 4442 | Player rights = DEVELOPER	
[4/22/23 11:00AM] Alex used command ::giveitem 4442 1 saint vains | Player rights = DEVELOPER	
[4/22/23 11:12AM] Alex used command ::givemod beef supreme | Player rights = DEVELOPER	
[4/22/23 11:19AM] Alex used command ::yellowraid | Player rights = DEVELOPER	
[4/22/23 11:20AM] Alex used command ::bank | Player rights = DEVELOPER	
[4/22/23 11:26AM] Alex used command ::bank | Player rights = DEVELOPER	
[4/22/23 11:49AM] Alex used command ::master | Player rights = DEVELOPER	
[4/22/23 05:00PM] Alex used command ::item 14488 | Player rights = DEVELOPER	
[4/22/23 05:11PM] Alex used command ::item 14487 | Player rights = DEVELOPER	
[4/22/23 05:12PM] Alex used command ::item 14490 | Player rights = DEVELOPER	
