[4/15/23 12:03AM] Sender: Alex, Message: Also, do ::ref walkchaos and ::totem for a buff	
[4/15/23 12:04AM] Sender: Nick, Message: Awesome!	
[4/15/23 04:55AM] Sender: Boterkoek, Message: Does ::claimvote not work?	
[4/15/23 04:55AM] Sender: Slayer, Message: Monster teleports.	
[4/15/23 04:55AM] Sender: Suh, Message: ::reward 1 all	
[4/15/23 04:55AM] Sender: Ronnie v2, Message: ::reward 1	
[4/15/23 04:58AM] Sender: Alex, Message: Come at voteboss	
[4/15/23 04:58AM] Sender: Suh, Message: Wait	
[4/15/23 04:58AM] Sender: Dids, Message: Wait we	
[4/15/23 04:58AM] Sender: Suh, Message: Were at meruem	
[4/15/23 04:58AM] Sender: Slayer, Message: 10% /meruem	
[4/15/23 04:58AM] Sender: Killajeffa, Message: 10% on meruem	
[4/15/23 04:58AM] Sender: Slayer, Message: Heya alex	
[4/15/23 04:58AM] Sender: Alex, Message: Ah np	
[4/15/23 04:58AM] Sender: Dids, Message: Yes merut	
[4/15/23 04:58AM] Sender: Alex, Message: What's up	
[4/15/23 04:58AM] Sender: Slayer, Message: Pm'd you on discord whenver u get the chance brother	
[4/15/23 04:58AM] Sender: Dids, Message: 9 hp alex	
[4/15/23 04:58AM] Sender: Alex, Message: Yeah just got up, filtering messages in a min	
[4/15/23 04:59AM] Sender: Rks, Message: Hey alex !	
[4/15/23 04:59AM] Sender: Slayer, Message: No problem mate	
[4/15/23 04:59AM] Sender: Ronnie v2, Message: Alex help ::meruem bb	
[4/15/23 04:59AM] Sender: Bluephaty, Message: Vote boss now?	
[4/15/23 05:02AM] Sender: Slayer, Message: ::veigar	
[4/15/23 05:02AM] Sender: Slayer, Message: Wtf ? lol	
[4/15/23 05:02AM] Sender: Ronnie v2, Message: Wut	
[4/15/23 05:02AM] Sender: Ronnie v2, Message: How	
[4/15/23 05:02AM] Sender: Bluephaty, Message: Vote boss again?	
[4/15/23 05:02AM] Sender: Slayer, Message: Cheater@	
[4/15/23 05:02AM] Sender: M4, Message: Bugged scrolls	
[4/15/23 05:03AM] Sender: Sparky, Message: Wym shiny scrolls?	
[4/15/23 05:03AM] Sender: Ronnie v2, Message: Whats that	
[4/15/23 05:03AM] Sender: M4, Message: Lol people find its a bug and abuse?	
[4/15/23 05:04AM] Sender: Slayer, Message: Sad	
[4/15/23 05:04AM] Sender: Rks, Message: Pff	
[4/15/23 05:04AM] Sender: Asoich, Message: Why everyone left viegar	
[4/15/23 06:09AM] Sender: Zshana, Message: Hey	
[4/15/23 06:09AM] Sender: Zshana, Message: Alex u there?	
[4/15/23 06:09AM] Sender: Nervus, Message: Welcome dude	
[4/15/23 06:09AM] Sender: Alex, Message: Yeah	
[4/15/23 06:10AM] Sender: Zshana, Message: Dude what have u done to the train area npcs ? i cant even kill them i die	
[4/15/23 06:10AM] Sender: Zshana, Message: I died 3 times vs 1 guy its too hard lol	
[4/15/23 06:10AM] Sender: Alex, Message: Go @ ::totem	
[4/15/23 06:10AM] Sender: Suh, Message: Remember to vote for vboss	
[4/15/23 06:10AM] Sender: M4, Message: Eh nervus giz a bite eh?	
[4/15/23 06:10AM] Sender: Zshana, Message: Alex ur a god	
[4/15/23 06:11AM] Sender: Zshana, Message: Any ref codes or anything like that	
[4/15/23 06:11AM] Sender: Alex, Message: Walkchaos	
[4/15/23 06:11AM] Sender: Nervus, Message: Walkchaos	
[4/15/23 06:11AM] Sender: Zshana, Message: Oh	
[4/15/23 06:12AM] Sender: James, Message: It says i all ready claimed the reff	
[4/15/23 06:14AM] Sender: M4, Message: Oo damn stacked form those boxes	
[4/15/23 06:14AM] Sender: Zshana, Message: How do u get collectors	
[4/15/23 06:15AM] Sender: Suh, Message: Zinqrux coll log	
[4/15/23 06:15AM] Sender: Ao, Message: Zinqrus collection	
[4/15/23 06:15AM] Sender: Nervus, Message: Anyone selling collectors? 	
[4/15/23 06:15AM] Sender: Zshana, Message: Which collection log ?	
[4/15/23 06:15AM] Sender: Suh, Message: Zinqrux	
[4/15/23 06:16AM] Sender: Zshana, Message: Alright thx	
[4/15/23 06:16AM] Sender: Ao, Message: Nice!! good luck	
[4/15/23 06:16AM] Sender: Suh, Message: Gl ronnie	
[4/15/23 06:17AM] Sender: James, Message: Gz	
[4/15/23 06:17AM] Sender: Nervus, Message: Alex	
[4/15/23 06:18AM] Sender: Nervus, Message: Can we do world boss run?	
[4/15/23 06:18AM] Sender: Nervus, Message: Everyone not powerful enough to do them without you haha	
[4/15/23 06:22AM] Sender: Zshana, Message: Hm are vote scrolls	
[4/15/23 06:23AM] Sender: Nervus, Message: Not sure man	
[4/15/23 06:27AM] Sender: Alex, Message: Quickie	
[4/15/23 06:29AM] Sender: Rks, Message: Alex	
[4/15/23 06:29AM] Sender: Zshana, Message: Damn alex nice update bro	
[4/15/23 06:29AM] Sender: Nervus, Message: Alex	
[4/15/23 06:30AM] Sender: Nervus, Message: Any chance i can get my 10 vote reward? guessing wiped from update before hand	
[4/15/23 06:30AM] Sender: Zshana, Message: What is this 6 on top right supposed to be? 	
[4/15/23 06:31AM] Sender: Suh, Message: Dry streak	
[4/15/23 06:31AM] Sender: Rks, Message: If you don't get a drop within that number	
[4/15/23 06:31AM] Sender: Zshana, Message: Ohh	
[4/15/23 06:31AM] Sender: Rks, Message: You will get a random item from the loot table 	
[4/15/23 06:31AM] Sender: Zshana, Message: Nice	
[4/15/23 06:33AM] Sender: Zshana, Message: How do we get aoe weps	
[4/15/23 06:33AM] Sender: Ao, Message: With great luck	
[4/15/23 06:33AM] Sender: Suh, Message: Its a rare perk	
[4/15/23 06:34AM] Sender: Zshana, Message: How u get that?	
[4/15/23 06:34AM] Sender: M4, Message: Rng	
[4/15/23 06:34AM] Sender: Zshana, Message: Oh just by killing stuff or playing ? or what lol	
[4/15/23 06:34AM] Sender: Suh, Message: Yeah	
[4/15/23 06:34AM] Sender: Suh, Message: Item have a chance to get perks on them	
[4/15/23 06:34AM] Sender: Suh, Message: You gotta get lucky and find one with aoe effect	
[4/15/23 06:34AM] Sender: Zshana, Message: How do i know if it has perk	
[4/15/23 06:35AM] Sender: Suh, Message: Examine the shiny items	
[4/15/23 06:35AM] Sender: M4, Message: Purple effect in inv	
[4/15/23 06:35AM] Sender: Mickey, Message: Yo	
[4/15/23 06:35AM] Sender: Rks, Message: Purple, blue, red	
[4/15/23 06:35AM] Sender: Zshana, Message: Ohhh	
[4/15/23 06:35AM] Sender: Rks, Message: Not only purple 	
[4/15/23 06:35AM] Sender: M4, Message: So far i got 1.1x dmg and 20% ddr	
[4/15/23 06:35AM] Sender: Zshana, Message: I see l0l	
[4/15/23 06:35AM] Sender: Rks, Message: Shiny items in inv	
[4/15/23 06:35AM] Sender: Kandonas, Message: So no here aoe weopens? only perks?	
[4/15/23 06:35AM] Sender: Rks, Message: You can have aoe perk	
[4/15/23 06:35AM] Sender: Rks, Message: 4x4 or 3x3	
[4/15/23 06:35AM] Sender: Alex, Message: 6x6 or 3x3	
[4/15/23 06:36AM] Sender: Rks, Message: What alex says	
[4/15/23 06:36AM] Sender: Alex, Message: The mythic rarity will only apply on weapons	
[4/15/23 06:36AM] Sender: Zshana, Message: Thats coola sf	
[4/15/23 06:38AM] Sender: Nervus, Message: So shiny items are aoe also?	
[4/15/23 06:38AM] Sender: Ao, Message: Can be	
[4/15/23 06:38AM] Sender: Nervus, Message: Should probably check mine in bank then haha	
[4/15/23 06:42AM] Sender: Zshana, Message: Alex spawn me 2k bones :d	
[4/15/23 06:43AM] Sender: Kandonas, Message: Giveall any boxes:d\	
[4/15/23 06:43AM] Sender: Zshana, Message: How do u get those progressive boxes?	
[4/15/23 06:43AM] Sender: Nervus, Message: Achievements	
[4/15/23 06:44AM] Sender: Mickey, Message: How to claim vote hahaha	
[4/15/23 06:44AM] Sender: Suh, Message: ::reward 1 all	
[4/15/23 06:44AM] Sender: Zshana, Message: Runelocus  didnt work for me :(	
[4/15/23 06:46AM] Sender: Zshana, Message: Damn 	
[4/15/23 06:46AM] Sender: Zshana, Message: U crazy	
[4/15/23 06:46AM] Sender: Kandonas, Message: We need that box:d	
[4/15/23 06:46AM] Sender: Englishboss, Message: Is there any free codes?	
[4/15/23 06:46AM] Sender: Boterkoek, Message: How do u get infinite prayer	
[4/15/23 06:47AM] Sender: Zshana, Message: Guys	
[4/15/23 06:47AM] Sender: Zshana, Message: Why are we not doing wboss	
[4/15/23 06:47AM] Sender: Nervus, Message: Need everyone 	
[4/15/23 06:48AM] Sender: Toxic, Message: Balls	
[4/15/23 06:48AM] Sender: Toxic, Message: What boss	
[4/15/23 06:48AM] Sender: Ao, Message: What boss is up	
[4/15/23 06:48AM] Sender: Nervus, Message: All ::veigar	
[4/15/23 06:49AM] Sender: Djnj, Message: So i found an issue	
[4/15/23 06:49AM] Sender: Toxic, Message: Yo any staffer bring dps ?	
[4/15/23 06:49AM] Sender: Toxic, Message: Alex hook us up with dmg	
[4/15/23 06:49AM] Sender: Nervus, Message: Alex come wboss for us ;)	
[4/15/23 06:50AM] Sender: Zshana, Message: Alex por favor senior	
[4/15/23 06:50AM] Sender: Englishboss, Message: Alex come damage this veigar	
[4/15/23 06:50AM] Sender: Zshana, Message: Yeah i dont he think he wanted us to kill wbosses yet	
[4/15/23 06:50AM] Sender: Toxic, Message: Alex mi senora vien a veigar boss	
[4/15/23 06:51AM] Sender: Nervus, Message: Its not that he didnt want us too	
[4/15/23 06:51AM] Sender: A fatality, Message: ::train	
[4/15/23 06:51AM] Sender: Toxic, Message: It barely drops anything good wdym	
[4/15/23 06:51AM] Sender: Nervus, Message: Wboss's are meant for mass people	
[4/15/23 06:51AM] Sender: Toxic, Message: Wboss are meant for damage 	
[4/15/23 06:51AM] Sender: Zshana, Message: It drops prayers overloads 3	
[4/15/23 06:51AM] Sender: Zshana, Message: Theyree good wym	
[4/15/23 06:51AM] Sender: Toxic, Message: Meh	
[4/15/23 06:51AM] Sender: Kandonas, Message: Alex come help veigar	
[4/15/23 06:51AM] Sender: Zshana, Message: Overload is huge dps	
[4/15/23 06:52AM] Sender: Toxic, Message: Me no damage regardlesss	
[4/15/23 06:52AM] Sender: Tarnow, Message: Hello all	
[4/15/23 06:52AM] Sender: M4, Message: Heya welcome	
[4/15/23 06:53AM] Sender: Tarnow, Message: Ty	
[4/15/23 06:53AM] Sender: M4, Message: Can do ::ref then walkchaos	
[4/15/23 06:54AM] Sender: Tarnow, Message: Ty	
[4/15/23 06:55AM] Sender: Tarnow, Message: Yay	
[4/15/23 06:56AM] Sender: Toxic, Message: Where collection neck 	
[4/15/23 06:57AM] Sender: Suh, Message: Zinqrux collection log	
[4/15/23 06:57AM] Sender: Ao, Message: Do collection log of zinqrux	
[4/15/23 06:57AM] Sender: Rks, Message: Donate or finish zinqrux collection log	
[4/15/23 06:57AM] Sender: Englishboss, Message: How do ig et to bosses	
[4/15/23 06:57AM] Sender: Toxic, Message: 1k npc kills	
[4/15/23 06:57AM] Sender: Englishboss, Message: Where do i kill these 1k npcs	
[4/15/23 06:58AM] Sender: Zshana, Message: Do slayer lol	
[4/15/23 06:58AM] Sender: Rotter, Message:  is ther aoe?	
[4/15/23 06:58AM] Sender: Suh, Message: Yes	
[4/15/23 06:58AM] Sender: Rotter, Message:  where and ho	
[4/15/23 06:58AM] Sender: Suh, Message: Aoe is a perk, its rare	
[4/15/23 06:58AM] Sender: Zshana, Message: Does dry streak count as coll log	
[4/15/23 06:59AM] Sender: Ao, Message: Yes	
[4/15/23 06:59AM] Sender: Zshana, Message: Selling zinq boots xd	
[4/15/23 07:00AM] Sender: Nervus, Message: Hm?	
[4/15/23 07:00AM] Sender: Nervus, Message: What are stats	
[4/15/23 07:00AM] Sender: Zshana, Message: 1k	
[4/15/23 07:00AM] Sender: Nervus, Message: Oh nvm bro 	
[4/15/23 07:00AM] Sender: Zshana, Message: Was kidding	
[4/15/23 07:01AM] Sender: Nervus, Message: What are stats then haha	
[4/15/23 07:01AM] Sender: Ao, Message: Just need boots for zinq now	
[4/15/23 07:03AM] Sender: Tarnow, Message: Easiest way to obtain coll neck?	
[4/15/23 07:03AM] Sender: Ao, Message: Kill zinqs for collection log	
[4/15/23 07:03AM] Sender: Suh, Message: Donating o.o	
[4/15/23 07:03AM] Sender: Tarnow, Message: Ty	
[4/15/23 07:04AM] Sender: Alex, Message: Big dick energy ^	
[4/15/23 07:07AM] Sender: Nervus, Message: Gz	
[4/15/23 07:09AM] Sender: Zshana, Message: Will we be able to kill it tho ?	
[4/15/23 07:09AM] Sender: Toxic, Message: No xd	
[4/15/23 07:09AM] Sender: Tarnow, Message: U dont need repeat twice :d	
[4/15/23 07:10AM] Sender: Alex, Message: Thank you for the support	
[4/15/23 07:10AM] Sender: Tarnow, Message: Gonna vote	
[4/15/23 07:10AM] Sender: Toxic, Message: Selling 1k magic gloves	
[4/15/23 07:10AM] Sender: Ronnie v2, Message: Gz	
[4/15/23 07:10AM] Sender: Nervus, Message: I might have to donate	
[4/15/23 07:10AM] Sender: Tyron, Message: Was thinking the same thing	
[4/15/23 07:11AM] Sender: Tarnow, Message: What is max level?	
[4/15/23 07:11AM] Sender: Toxic, Message: 120	
[4/15/23 07:11AM] Sender: Tarnow, Message: Ty	
[4/15/23 07:12AM] Sender: Like my peep, Message: Is there a reff?	
[4/15/23 07:12AM] Sender: Toxic, Message: ::ref walkchaos	
[4/15/23 07:12AM] Sender: Suh, Message: Yeah walkchaos	
[4/15/23 07:12AM] Sender: Rks, Message: Walkchaos	
[4/15/23 07:13AM] Sender: Suh, Message: Gl	
[4/15/23 07:13AM] Sender: Like my peep, Message: Ty	
[4/15/23 07:13AM] Sender: M4, Message: Oo gl bro	
[4/15/23 07:13AM] Sender: Nervus, Message: Not bad	
[4/15/23 07:13AM] Sender: Zshana, Message: Owner cape inc	
[4/15/23 07:13AM] Sender: Nervus, Message: Oof	
[4/15/23 07:13AM] Sender: Nervus, Message: 1 number off	
[4/15/23 07:13AM] Sender: M4, Message: Always the way	
[4/15/23 07:14AM] Sender: Nervus, Message: Literally donated 35 got 2 boxes and only got 35 worth	
[4/15/23 07:14AM] Sender: Nervus, Message: How good 	
[4/15/23 07:15AM] Sender: Tyron, Message: How do i claim vote?	
[4/15/23 07:15AM] Sender: Nervus, Message:  ::claim	
[4/15/23 07:15AM] Sender: Suh, Message: ::reward 1 all	
[4/15/23 07:15AM] Sender: Nervus, Message: Mb	
[4/15/23 07:15AM] Sender: Tyron, Message: I voted on both but only got 1 scroll?	
[4/15/23 07:16AM] Sender: Ao, Message: Yay coll neck gotten :d	
[4/15/23 07:16AM] Sender: Zshana, Message: Wtf i completd log	
[4/15/23 07:16AM] Sender: Zshana, Message: Time ago	
[4/15/23 07:16AM] Sender: Zshana, Message: Rip	
[4/15/23 07:16AM] Sender: Tyron, Message: Whats trinity prayer do?	
[4/15/23 07:17AM] Sender: Suh, Message: Right click the altar to change ur prayer book	
[4/15/23 07:17AM] Sender: Boterkoek, Message: How to get inf prayer	
[4/15/23 07:17AM] Sender: Suh, Message: And read what it does, idk	
[4/15/23 07:17AM] Sender: Nervus, Message: Anyone have $3 oin scrolls i can buy?	
[4/15/23 07:18AM] Sender: Tyron, Message: Damn trinity op, 25% bonus in all 3 cbs and 25 dr	
[4/15/23 07:19AM] Sender: Suh, Message: Nice	
[4/15/23 07:19AM] Sender: Rks, Message: Yay zinq log done :d	
[4/15/23 07:19AM] Sender: Alex, Message: Thanks for the support <3	
[4/15/23 07:20AM] Sender: Nervus, Message: Had to donate $3 for scrolls lmao	
[4/15/23 07:20AM] Sender: M4, Message: Haha got to do what you got to do right	
[4/15/23 07:21AM] Sender: M4, Message: Whats with all the ddr perks?	
[4/15/23 07:21AM] Sender: Rks, Message: Nice	
[4/15/23 07:21AM] Sender: Tarnow, Message: Gratz	
[4/15/23 07:22AM] Sender: Toxic, Message: 6% double drop imperial staff	
[4/15/23 07:23AM] Sender: Toxic, Message: Double slayer tickets imperial whip	
[4/15/23 07:23AM] Sender: Toxic, Message: If anyone wants to buy for perks	
[4/15/23 07:24AM] Sender: Kandonas, Message: How u get perks?	
[4/15/23 07:24AM] Sender: Tyron, Message: Lol double drop katana 11%	
[4/15/23 07:24AM] Sender: M4, Message: Im sitting at 56% ddr atm	
[4/15/23 07:24AM] Sender: Rks, Message: Perks are on items 	
[4/15/23 07:24AM] Sender: Rks, Message: They have an "aura" color in your inv	
[4/15/23 07:24AM] Sender: Rks, Message: Right click examine to see what the perk is	
[4/15/23 07:24AM] Sender: Toxic, Message: How to get xfer crystal	
[4/15/23 07:24AM] Sender: Tarnow, Message: /ahh ty	
[4/15/23 07:24AM] Sender: M4, Message: Vote shop has them	
[4/15/23 07:25AM] Sender: Toxic, Message: 17 double drop xd	
[4/15/23 07:25AM] Sender: Onlyfans, Message: Can u link ur discord on this server?	
[4/15/23 07:29AM] Sender: Tarnow, Message: What can i do with junk?	
[4/15/23 07:29AM] Sender: Ao, Message: Disolve it	
[4/15/23 07:29AM] Sender: Tarnow, Message: Ohhh ty	
[4/15/23 07:31AM] Sender: Tarnow, Message: Nice rank wal	
[4/15/23 07:31AM] Sender: Tarnow, Message: Walk	
[4/15/23 07:31AM] Sender: Onlyfans, Message: :d	
[4/15/23 07:31AM] Sender: Onlyfans, Message: Just came bcuz of his video	
[4/15/23 07:32AM] Sender: Jax, Message: Weird thing to cum to my guy	
[4/15/23 07:32AM] Sender: Onlyfans, Message: Loll	
[4/15/23 07:32AM] Sender: Nervus, Message: Was thinking the same	
[4/15/23 07:32AM] Sender: Onlyfans, Message: I see what u did there	
[4/15/23 07:32AM] Sender: Mickey, Message: It's not even that weird ;)	
[4/15/23 07:33AM] Sender: Jax, Message: Im glad i didn't see what you did	
[4/15/23 07:33AM] Sender: Jax, Message: :d	
[4/15/23 07:33AM] Sender: Zshana, Message: How do we level our dung lol	
[4/15/23 07:33AM] Sender: Ronnie v2, Message: 1t is 1000 1b right?	
[4/15/23 07:35AM] Sender: Lara, Message: How to tele	
[4/15/23 07:36AM] Sender: Rks, Message: The "t" icon	
[4/15/23 07:36AM] Sender: Rks, Message: Left bottom of minimap	
[4/15/23 07:36AM] Sender: Jax, Message: Fyi theres a buff station at home that gives max stats for a while	
[4/15/23 07:37AM] Sender: Rks, Message:  ::totem	
[4/15/23 07:37AM] Sender: Rks, Message: To go to the buff 	
[4/15/23 07:37AM] Sender: Toxic, Message: Oppa ty	
[4/15/23 07:38AM] Sender: Toxic, Message: Buying lava bones 500b per 100	
[4/15/23 07:39AM] Sender: Ronnie v2, Message: Toxic i have 1.5k	
[4/15/23 07:39AM] Sender: Toxic, Message: Ill buy all at home	
[4/15/23 07:39AM] Sender: Nervus, Message: Can we all kill viegar	
[4/15/23 07:40AM] Sender: Suh, Message: Everyone to ::veigar	
[4/15/23 07:40AM] Sender: Zshana, Message: Why bro	
[4/15/23 07:40AM] Sender: Nervus, Message: Wanna see if we can move his hp with everyone	
[4/15/23 07:41AM] Sender: M4, Message: Will alex be joining on veig?	
[4/15/23 07:41AM] Sender: Kandonas, Message: How i can get aura?	
[4/15/23 07:44AM] Sender: Nervus, Message: Bruh	
[4/15/23 07:44AM] Sender: Jax, Message: Ugh hate how u need kc to unlock monsters and bosses	
[4/15/23 07:44AM] Sender: Doppelganger, Message: Any ref?	
[4/15/23 07:44AM] Sender: Tarnow, Message: Walkchaos	
[4/15/23 07:44AM] Sender: Tarnow, Message: Hi doppel	
[4/15/23 07:44AM] Sender: Doppelganger, Message: Yo	
[4/15/23 07:45AM] Sender: Tarnow, Message: Im da boss !	
[4/15/23 07:45AM] Sender: Doppelganger, Message: Are ya now?	
[4/15/23 07:45AM] Sender: Toxic, Message: Any luck at veigar ?xd	
[4/15/23 07:45AM] Sender: M4, Message: 25 bones	
[4/15/23 07:45AM] Sender: Tarnow, Message: Nah	
[4/15/23 07:45AM] Sender: Toxic, Message: Wait yall killed him ?	
[4/15/23 07:45AM] Sender: Tarnow, Message: Yea bones	
[4/15/23 07:45AM] Sender: Nervus, Message: Died just before it died lmao	
[4/15/23 07:46AM] Sender: M4, Message: Alex killed it	
[4/15/23 07:46AM] Sender: Toxic, Message: Ah ofc alex kills when im not there	
[4/15/23 07:46AM] Sender: Nervus, Message: U didnt have faith mate	
[4/15/23 07:46AM] Sender: Toxic, Message: No im used to alex being afk	
[4/15/23 07:46AM] Sender: Lara, Message: Where r shops?	
[4/15/23 07:46AM] Sender: Nervus, Message: Anyone selling collectors or auras?	
[4/15/23 07:47AM] Sender: Ronnie v2, Message: Offer on collectior?	
[4/15/23 07:47AM] Sender: Nervus, Message: Idek what its worth tbh	
[4/15/23 07:47AM] Sender: Nervus, Message: Alex what u reckon a coll goes for	
[4/15/23 07:47AM] Sender: Tarnow, Message: I want to buy coll too	
[4/15/23 07:47AM] Sender: Zshana, Message: Not much bro	
[4/15/23 07:47AM] Sender: Zshana, Message: Its pretty ez to get	
[4/15/23 07:48AM] Sender: Nervus, Message: I cbf grinding it haha	
[4/15/23 07:48AM] Sender: Nervus, Message: Not even grind it	
[4/15/23 07:48AM] Sender: Nervus, Message: Just cbf in general lol	
[4/15/23 07:48AM] Sender: Toxic, Message: Ronnie ill give u 5k for it	
[4/15/23 07:48AM] Sender: Doppelganger, Message: Hows the server	
[4/15/23 07:48AM] Sender: Zshana, Message: Server is hella fun 	
[4/15/23 07:48AM] Sender: Zshana, Message: Sadly no world bosses on here	
[4/15/23 07:48AM] Sender: Tarnow, Message: ^	
[4/15/23 07:48AM] Sender: Zshana, Message: That are working	
[4/15/23 07:48AM] Sender: Doppelganger, Message: Fairly f2p friendly?	
[4/15/23 07:49AM] Sender: M4, Message: Very imo	
[4/15/23 07:49AM] Sender: Zshana, Message: What is 2ndary equipment btw	
[4/15/23 07:50AM] Sender: Zshana, Message: Is that like a doppel lmao	
[4/15/23 07:50AM] Sender: Suh, Message: Yeah you can equip 2 full sets of gear	
[4/15/23 07:50AM] Sender: Suh, Message: If u unlock the slots	
[4/15/23 07:50AM] Sender: Toxic, Message: How u do that	
[4/15/23 07:51AM] Sender: Zshana, Message: Damn probably from donating	
[4/15/23 07:51AM] Sender: Suh, Message: Raids afaik	
[4/15/23 07:51AM] Sender: Zshana, Message: Oo raids	
[4/15/23 07:51AM] Sender: Zshana, Message: Probs need 5k elo xd	
[4/15/23 07:51AM] Sender: Onlyfans, Message: Where can i buy pickaxe?	
[4/15/23 07:51AM] Sender: Ronnie v2, Message: Vote for voteboss	
[4/15/23 07:52AM] Sender: M4, Message: Can a perk on a weapon be put on armour?	
[4/15/23 07:52AM] Sender: Alex, Message: Yes - you can transfer rarities from an item to another 	
[4/15/23 07:52AM] Sender: Alex, Message: With transfer crystals	
[4/15/23 07:52AM] Sender: M4, Message: Niiice	
[4/15/23 07:53AM] Sender: Doppelganger, Message: Alex	
[4/15/23 07:53AM] Sender: M4, Message: Useing item on transfer crystal doesnt work?	
[4/15/23 07:53AM] Sender: Doppelganger, Message: Do lamps scale on lvl?	
[4/15/23 07:53AM] Sender: Suh, Message: Gl niels	
